89,91
89,69
89,51
90,36
90,26
90,19
91,14
91,10
93,0
96,0
97,0
99,0
103,0
105,0
107,0
109,0
110,0
111,0
113,0
113,0
115,0
116,0
119,0
120,0
122,0
123,0
124,0
126,0
127,0
130,0
131,0
133,0
137,0
139,0
140,0
142,0
145,0
147,0
150,0
152,0
152,0
158,0
160,0
161,0
164,0
167,0
169,0
173,0
175,0
178,0
179,0
182,0
188,0
191,0
194,0
198,0
201,0
204,0
207,0
210,0
214,0
218,0
225,0
226,0
229,0
233,0
237,0
240,0
244,0
249,0
253,0
254,0
262,0
267,0
271,0
273,0
278,0
280,0
285,0
290,0
298,0
300,0
306,0
309,0
313,0
319,0
323,0
328,0
332,0
337,0
341,0
355,0
360,0
364,0
369,0
374,0
379,0
384,0
380,0
390,0
391,0
412,0
417,0
426,0
436,0
446,0
455,0
466,0
473,0
482,0
500,0
509,0
519,0
527,0
535,0
545,0
553,0
564,0
573,0
581,0
600,0
611,0
619,0
630,0
640,0
648,0
660,0
669,0
678,0
690,0
698,0
722,0
732,0
745,0
757,0
769,0
784,0
798,0
815,0
832,0
838,0
865,0
882,0
897,0
911,0
926,0
938,0
951,0
966,0
976,0
1001,0
1013,0
1024,0
1036,0
1045,0
1054,0
1063,0
1072,0
1081,0
1090,0
1099,0
1118,0
1127,0
1135,0
1145,0
1155,0
1165,0
1174,0
1183,0
1192,0
1221,0
1231,0
1240,0
1250,0
1261,0
1271,0
1281,0
1291,0
1300,0
1311,0
1334,0
1345,0
1354,0
1366,0
1376,0
1386,0
1399,0
1410,0
1419,0
1430,0
1454,0
1465,0
1476,0
1487,0
1491,0
1504,0
1521,0
1533,0
1543,0
1555,0
1578,0
1589,0
1601,0
1611,0
1621,0
1634,0
1646,0
1656,0
1669,0
1680,0
1690,0
1714,0
1724,0
1736,0
1747,0
1757,0
1769,0
1781,0
1792,0
1803,0
1825,0
1836,0
1846,0
1857,0
1868,0
1878,0
1889,0
1899,0
1909,0
1931,0
1939,0
1950,0
1961,0
1970,0
1980,0
1990,0
1999,0
2010,0
2016,0
2037,0
2042,0
2048,0
2054,0
2059,0
2062,0
2065,0
2063,0
2068,0
2083,0
2087,0
2089,0
2092,0
2096,0
2101,0
2106,0
2110,0
2116,0
2122,0
2129,0
2134,0
2146,0
2152,0
2159,0
2165,0
2170,0
2177,0
2183,0
2188,0
2196,0
2202,0
2208,0
2218,0
2224,0
2230,0
2235,0
2239,0
2247,0
2251,0
2253,0
2258,0
2262,0
2272,0
2276,0
2276,0
2279,0
2282,0
2285,0
2289,0
2294,0
2299,0
2312,0
2317,0
2325,0
2329,0
2337,0
2344,0
2350,0
2356,0
2362,0
2368,0
2374,0
2386,0
2392,0
2398,0
2404,0
2408,0
2414,0
2420,0
2425,0
2431,0
2443,0
2448,0
2453,0
2458,0
2463,0
2469,0
2474,0
2480,8
2485,10
2490,12
2501,14
2507,16
2512,18
2511,20
2521,22
2522,24
2532,26
2536,29
2542,31
2547,34
2560,36
2566,38
2574,39
2581,41
2587,42
2594,42
2598,43
2603,44
2608,44
2613,45
2614,45
2618,45
2619,44
2621,44
2624,44
2626,44
2629,44
2630,44
2633,43
2635,42
2638,41
2643,40
2645,38
2648,37
2650,35
2654,33
2657,30
2661,28
2664,26
2668,23
2671,21
2682,18
2686,16
2690,13
2694,11
2699,9
2704,0
2708,0
2714,0
2719,0
2729,0
2734,0
2740,0
2745,0
2751,0
2757,0
2763,0
2769,0
2777,0
2785,0
2812,0
2815,0
2831,0
2840,0
2853,0
2864,0
2874,0
2885,0
2895,0
2903,0
2922,0
2932,0
2943,0
2951,0
2960,0
2969,0
2979,0
2987,0
3016,0
3025,0
3033,0
3044,0
3054,0
3062,0
3071,0
3083,0
3091,0
3123,0
3131,0
3142,0
3153,0
3165,0
3176,0
3188,0
3201,0
3230,0
3245,0
3252,0
3264,0
3272,0
3280,0
3288,0
3296,0
3304,0
3310,0
3320,0
3328,0
3351,0
3360,0
3368,0
3376,0
3387,0
3395,0
3404,0
3411,0
3420,0
3427,0
3445,0
3455,0
3463,0
3471,0
3479,0
3488,0
3496,0
3506,0
3513,0
3521,0
3530,0
3547,0
3554,0
3563,0
3561,0
3558,0
3560,0
3562,0
3573,0
3577,0
3581,0
3586,0
3591,0
3599,0
3604,0
3608,0
3613,0
3618,0
3624,0
3634,0
3639,0
3645,0
3648,0
3654,0
3658,0
3663,0
3670,0
3675,0
3680,0
3683,0
3692,0
3695,0
3700,0
3705,0
3707,0
3710,0
3703,0
3715,0
3719,0
3737,0
3747,0
3753,0
3758,0
3765,0
3770,0
3776,0
3781,0
3786,0
3792,0
3802,0
3806,0
3811,0
3815,0
3821,0
3823,0
3827,0
3832,0
3837,0
3839,0
3853,0
3856,0
3858,0
3863,0
3866,0
3871,0
3874,0
3876,0
3884,0
3887,0
3889,0
3892,0
3895,0
3899,0
3903,0
3907,0
3910,0
3913,0
3920,0
3923,0
3924,0
3927,0
3931,0
3934,0
3937,0
3941,0
3943,0
3944,0
3948,0
3953,0
3955,0
3958,0
3959,0
3961,0
3964,0
3968,0
3970,0
3971,0
3976,0
3979,0
3981,0
3983,0
3985,0
3987,0
3988,0
3981,0
3985,0
3987,0
3989,0
3992,0
